area_id,state_ut,city_town,rank_in_city,area_name,area_basis,price_low_psf,price_high_psf,bear_cagr_pct,base_cagr_pct,bull_cagr_pct,water_score,water_risk_label,development_score,liquidity_score,developer_score,overall_score,confidence_grade,source_type,source_reliability,verification_status,source_url,live_developments,in_progress_developments,planned_developments,investment_thesis,risk_1,risk_2,risk_3,last_refreshed_at
AND_KURN_08,Andhra Pradesh,Kurnool,8,Kurnool Highway growth belt,SEED - replace/refresh with discovered candidates,2742,4688,9.7,12.7,16.2,80,Lower,62,59,93,73,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Kurnool Highway growth belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
AND_KURN_09,Andhra Pradesh,Kurnool,9,Kurnool Emerging residential extension,SEED - replace/refresh with discovered candidates,8420,15408,5.6,8.6,12.1,68,Moderate,79,78,82,70,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Kurnool Emerging residential extension is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
AND_KURN_10,Andhra Pradesh,Kurnool,10,Kurnool Peripheral village cluster,SEED - replace/refresh with discovered candidates,4782,6455,2.5999999999999996,5.6,9.1,87,Lower,66,79,55,64,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Kurnool Peripheral village cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
ARU_ITAN_01,Arunachal Pradesh,Itanagar,1,Itanagar Airport corridor,SEED - replace/refresh with discovered candidates,2210,3248,5.300000000000001,8.3,11.8,69,Moderate,59,93,88,70,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Itanagar Airport corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
ARU_ITAN_02,Arunachal Pradesh,Itanagar,2,Itanagar Outer ring road fringe,SEED - replace/refresh with discovered candidates,6179,9824,6.199999999999999,9.2,12.7,88,Lower,55,85,80,72,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Itanagar Outer ring road fringe is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
ARU_ITAN_03,Arunachal Pradesh,Itanagar,3,Itanagar Industrial estate belt,SEED - replace/refresh with discovered candidates,4643,7939,7.300000000000001,10.3,13.8,79,Lower,94,64,88,76,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Itanagar Industrial estate belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
ARU_ITAN_04,Arunachal Pradesh,Itanagar,4,Itanagar New township zone,SEED - replace/refresh with discovered candidates,4922,9007,2.5,5.5,9.0,82,Lower,54,84,67,63,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Itanagar New township zone is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
ARU_ITAN_05,Arunachal Pradesh,Itanagar,5,Itanagar University/education cluster,SEED - replace/refresh with discovered candidates,1239,1672,4.7,7.7,11.2,54,Moderate,40,52,82,53,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Itanagar University/education cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
ARU_ITAN_06,Arunachal Pradesh,Itanagar,6,Itanagar Logistics corridor,SEED - replace/refresh with discovered candidates,7106,10445,10.2,13.2,16.7,41,High,49,51,62,56,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Itanagar Logistics corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
ARU_ITAN_07,Arunachal Pradesh,Itanagar,7,Itanagar Metro/proposed transit node,SEED - replace/refresh with discovered candidates,5925,9420,3.3,6.3,9.8,54,Moderate,43,87,66,56,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Itanagar Metro/proposed transit node is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
